n_influencers,valid_1,valid_2,n,p,num_edges,mean_degrees,std_num_followers,std_num_followings
20,1,1,50,0.02,48,0.96,1.0575443253121828,0.9789790600416334
12,1,1,50,0.02,66,1.32,1.1737120600896969,1.1214276615100949
3,1,1,50,0.05,126,2.52,1.2998461447417538,1.252836781069266
2,1,1,50,0.05,115,2.3,1.5394804318340654,1.1357816691600546
7,1,1,50,0.05,110,2.2,1.5748015748023623,1.5231546211727816
5,1,1,50,0.05,127,2.54,1.6396341055247663,1.6877203559831824
8,1,1,50,0.05,100,2.0,1.5231546211727816,1.4560219778561037
4,1,1,50,0.05,123,2.46,1.5389606882568507,1.4725488107359974
6,1,1,50,0.05,135,2.7,1.4317821063276353,1.8788294228055935
4,1,1,50,0.05,119,2.38,1.6234531098864544,1.6110865898517064
1,1,1,50,0.05,138,2.76,1.5692036196746426,1.7499714283381886
3,1,1,50,0.05,121,2.42,1.4978651474682225,1.4844527611210807
2,1,1,50,0.05,132,2.64,1.6341358572652398,1.4934523762075576
1,1,1,50,0.05,137,2.74,1.5337535656030272,1.718254928699464
2,1,1,50,0.05,121,2.42,1.4012851244482687,1.4154857823376397
5,1,1,50,0.05,124,2.48,1.513142425550219,1.5522886329545804
3,1,1,50,0.05,116,2.32,1.3481839637082174,1.5803797012110727
4,1,1,50,0.05,133,2.66,1.5825296205758677,1.7619307591389624
4,1,1,50,0.05,111,2.22,1.552932709424333,1.3753544997563356
7,1,1,50,0.05,115,2.3,1.8138357147217055,1.6881943016134133
4,1,1,50,0.05,121,2.42,1.6011246047700347,1.5111584959890871
2,1,1,50,0.05,118,2.36,1.5717506163510802,1.2611106216347556
2,1,1,50,0.05,135,2.7,1.57797338380595,1.5
3,1,1,50,0.05,130,2.6,1.5491933384829668,1.3416407864998738
7,1,1,50,0.05,130,2.6,1.7204650534085255,1.7888543819998317
2,1,1,50,0.05,129,2.58,1.4154857823376397,1.5885842753848471
2,1,1,50,0.05,139,2.78,1.758294628325981,1.4871449156017043
4,1,1,50,0.05,132,2.64,1.6584329953302304,1.6463292501805342
3,1,1,50,0.05,134,2.68,1.8048822676285565,1.567673435381234
7,1,1,50,0.05,117,2.34,1.6566230711903056,1.62
3,1,1,50,0.05,123,2.46,1.3595587519485872,1.5389606882568507
2,1,1,50,0.05,114,2.28,1.2496399481450648,1.1496086290559933
3,1,1,50,0.05,130,2.6,1.469693845669907,1.5231546211727818
2,1,1,50,0.05,124,2.48,1.8787229705307804,1.417603611733548
1,1,1,50,0.05,135,2.7,1.5652475842498528,1.40356688476182
4,1,1,50,0.05,130,2.6,1.3564659966250536,1.5874507866387544
6,1,1,50,0.05,114,2.28,1.45657131648265,1.45657131648265
6,1,1,50,0.05,105,2.1,1.5524174696260025,1.5264337522473748
1,1,1,50,0.05,145,2.9,1.7349351572897473,1.8466185312619388
4,1,1,50,0.05,116,2.32,1.4204224723651762,1.5803797012110727
4,1,1,50,0.05,123,2.46,1.4029967925836466,1.3741906709041507
4,1,1,50,0.05,124,2.48,1.5651198037211083,1.389100428334827
3,1,1,50,0.05,122,2.44,1.2026637102698325,1.4022838514366485
2,1,1,50,0.05,124,2.48,1.4034243834279068,1.4593149077563758
6,1,1,50,0.05,117,2.34,1.5047923444781341,1.5441502517566092
3,1,1,50,0.05,115,2.3,1.6278820596099706,1.3453624047073711
4,1,1,50,0.05,131,2.62,1.214742771124817,1.885629868240318
4,1,1,50,0.05,115,2.3,1.445683229480096,1.5264337522473748
2,1,1,50,0.05,135,2.7,1.5132745950421556,1.3453624047073711
4,1,1,50,0.05,124,2.48,1.6277591959500644,1.389100428334827
2,1,1,50,0.05,130,2.6,1.5874507866387544,1.4560219778561037
5,1,1,50,0.05,138,2.76,1.7269626515938323,1.6560193235587561
2,1,1,50,0.05,109,2.18,1.4925146565444507,1.3666016244685208
3,1,1,50,0.05,114,2.28,1.6618062462272791,1.233531515608742
4,1,1,50,0.05,131,2.62,1.4817557153593166,1.4545102268461367
6,1,1,50,0.05,107,2.14,1.3116401945655676,1.5749285698088025
5,1,1,50,0.05,116,2.32,1.3181805642627265,1.4483093592185339
2,1,1,50,0.05,120,2.4,1.469693845669907,1.3416407864998738
2,1,1,50,0.05,126,2.52,1.4316424134538623,1.526302722267113
7,1,1,50,0.05,113,2.26,1.338805437694365,1.8089776118017602
9,1,1,50,0.05,106,2.12,1.3059862173851606,1.6809521111560555
3,1,1,50,0.05,144,2.88,1.5954936540143303,1.6690116836020052
6,1,1,50,0.05,138,2.76,1.257934815481311,1.8714700104463335
5,1,1,50,0.05,140,2.8,1.3856406460551018,1.5491933384829668
3,1,1,50,0.05,129,2.58,1.7445916427634292,1.8120706387997132
4,1,1,50,0.05,134,2.68,1.6545694303957148,1.4204224723651762
3,1,1,50,0.05,131,2.62,1.4817557153593166,1.214742771124817
8,1,1,50,0.05,112,2.24,1.463693957082559,1.806211504780102
10,1,1,50,0.05,108,2.16,1.3169662106523463,1.724644890984808
2,1,1,50,0.05,130,2.6,1.624807680927192,1.6370705543744901
3,1,1,50,0.05,128,2.56,1.6267759526130203,1.589465318904442
5,1,1,50,0.05,113,2.26,1.5976232346833217,1.5467385040788246
3,1,1,50,0.05,140,2.8,1.4966629547095764,1.7204650534085253
1,1,1,50,0.05,123,2.46,1.4725488107359974,1.2839003076563227
4,1,1,50,0.05,114,2.28,1.497197381777032,1.35705563629499
4,1,1,50,0.05,113,2.26,1.5074481748969017,1.1629273408085306
6,1,1,50,0.05,115,2.3,1.4866068747318506,1.6401219466856725
5,1,1,50,0.05,118,2.36,1.292439553712281,1.5717506163510802
3,1,1,50,0.05,144,2.88,1.872324758154952,1.5315351775261319
4,1,1,50,0.05,126,2.52,1.2998461447417538,1.4729562111617576
3,1,1,50,0.05,134,2.68,1.580379701211073,1.4620533505997653
8,1,1,50,0.05,119,2.38,1.4951922953252534,1.7537388631150306
6,1,1,50,0.05,116,2.32,1.4483093592185339,1.5676734353812338
2,1,1,50,0.05,123,2.46,1.3595587519485872,1.41718029904455
2,1,1,50,0.05,118,2.36,1.4388884598883958,1.4249210504445502
5,1,1,50,0.05,125,2.5,1.445683229480096,1.57797338380595
5,1,1,50,0.05,113,2.26,1.453409783921933,1.338805437694365
4,1,1,50,0.05,106,2.12,1.3804347141389919,1.4232357499725756
6,1,1,50,0.05,110,2.2,1.2806248474865698,1.3711309200802089
1,1,1,50,0.05,128,2.56,1.6019987515600629,1.4164744967700618
6,1,1,50,0.05,117,2.34,1.3507035203922435,1.3654303350958628
3,1,1,50,0.05,118,2.36,1.0910545357588683,1.3965672200076873
2,1,1,50,0.05,130,2.6,1.9390719429665317,1.3564659966250536
7,1,1,50,0.05,104,2.08,1.4538225476309,1.426043477598071
2,1,1,50,0.05,137,2.74,1.7413787640832192,1.6469365500832145
5,1,1,50,0.05,120,2.4,1.5099668870541498,1.6
5,1,1,50,0.05,136,2.72,1.6618062462272791,1.6497272501841025
5,1,1,50,0.05,108,2.16,1.4472042012100435,1.4333178293735134
5,1,1,50,0.05,106,2.12,1.1426285485668561,1.4510685717773644
1,1,1,50,0.05,139,2.78,1.792093747547823,1.6767826334978546
3,1,1,50,0.05,123,2.46,1.78,1.4312232530251876
5,1,1,50,0.05,124,2.48,1.7577258034175864,1.5904716281656834
1,1,1,50,0.1,223,4.46,1.8133946068079059,2.1560148422494683
1,1,1,50,0.1,233,4.66,2.241517343229804,2.141121201613771
1,1,1,50,0.1,224,4.48,1.9415457759218555,1.7116074316267735
1,1,1,50,0.1,238,4.76,1.68,2.0155396299750596
1,1,1,50,0.1,209,4.18,1.7741476826916074,1.6815469068687914
1,1,1,50,0.1,240,4.8,1.661324772583615,2.1071307505705477
1,1,1,50,0.1,231,4.62,1.7537388631150306,2.28814335215257
1,1,1,50,0.1,265,5.3,2.563201123595259,1.9209372712298547
1,1,1,50,0.1,280,5.6,2.32379000772445,2.078460969082653
1,1,1,50,0.1,274,5.48,2.238213573366045,2.032141727340886
2,1,1,50,0.1,215,4.3,2.1656407827707715,2.0223748416156684
1,1,1,50,0.1,258,5.16,2.0915066339842197,2.0135540717845153
1,1,1,50,0.1,240,4.8,2.2978250586152114,2.1540659228538015
1,1,1,50,0.1,254,5.08,2.216664160399586,2.3986662960903917
1,1,1,50,0.1,233,4.66,2.0650423724466287,2.1689628858051027
1,1,1,50,0.1,258,5.16,2.0915066339842197,1.6044936896105264
1,1,1,50,0.1,223,4.46,1.8995789007040482,2.0900717691026784
1,1,1,50,0.1,250,5.0,2.04939015319192,2.1166010488516727
1,1,1,50,0.1,265,5.3,2.118962010041709,2.3430749027719964
1,1,1,50,0.1,243,4.86,2.000099997500125,2.116695537860842
1,1,1,50,0.1,224,4.48,1.4316424134538623,1.676186147180557
1,1,1,50,0.1,257,5.14,2.3495531490051467,2.0494877408757537
1,1,1,50,0.1,245,4.9,2.2203603311174516,2.1
1,1,1,50,0.1,268,5.36,1.6463292501805342,1.987561319808775
1,1,1,50,0.1,281,5.62,2.4156986567036873,1.9171854370404549
1,1,1,50,0.1,245,4.9,2.0322401432901573,2.2737634001804143
1,1,1,50,0.1,232,4.64,1.6942254867637896,2.1795412361320445
1,1,1,50,0.1,241,4.82,2.09465987692513,1.9358718965882014
1,1,1,50,0.1,263,5.26,2.3221541723150083,1.786728854639114
1,1,1,50,0.1,225,4.5,2.080865204668481,1.9416487838947598
1,1,1,50,0.1,273,5.46,1.7344739836619054,2.4430309044299867
1,1,1,50,0.1,251,5.02,2.1770622407271687,2.14
1,1,1,50,0.1,262,5.24,1.8172506706560876,1.9754493159785194
1,1,1,50,0.1,248,4.96,1.70833252032501,1.9179155351578963
1,1,1,50,0.1,245,4.9,2.4919871588754225,1.6155494421403511
1,1,1,50,0.1,228,4.56,2.050950998927083,1.722324011328879
1,1,1,50,0.1,237,4.74,2.008083663595718,2.3648255749631937
1,1,1,50,0.1,235,4.7,1.857417562100671,2.1931712199461306
1,1,1,50,0.1,251,5.02,2.5336929569306537,1.9543796969882796
1,1,1,50,0.1,223,4.46,2.0996190130592742,1.6517869111964774
1,1,1,50,0.1,236,4.72,1.8551549800488367,1.9803030071178502
1,1,1,50,0.1,234,4.68,2.101808744867144,1.690443728729235
1,1,1,50,0.1,212,4.24,1.8714700104463335,1.772681584492827
1,1,1,50,0.1,249,4.98,2.501919263285688,2.1586106642931235
2,1,1,50,0.1,248,4.96,1.7658992043715291,2.2800000000000002
1,1,1,50,0.1,219,4.38,1.5734039532173547,1.8856298682403183
2,1,1,50,0.1,226,4.52,2.247131504830102,1.9415457759218555
1,1,1,50,0.1,255,5.1,2.1840329667841556,2.1283796653792764
1,1,1,50,0.1,241,4.82,2.169700440152972,2.1325102578885757
1,1,1,50,0.1,253,5.06,2.648848806557294,2.2218010712032705
1,1,1,50,0.1,252,5.04,2.0293841430345316,1.7884071124886525
1,1,1,50,0.1,237,4.74,1.9163506985935534,2.0377438504385186
1,1,1,50,0.1,247,4.94,1.7822457742971367,2.0239565212721344
1,1,1,50,0.1,229,4.58,1.908821626030049,1.7898603297464304
1,1,1,50,0.1,253,5.06,2.0631044568804557,2.1298826258740178
1,1,1,50,0.1,263,5.26,2.124241040936739,2.066978471102203
1,1,1,50,0.1,253,5.06,2.0436242316042352,1.9016834647227703
1,1,1,50,0.1,257,5.14,2.289191997190275,2.3665164271561694
1,1,1,50,0.1,258,5.16,2.091506633984219,2.1666564102321346
1,1,1,50,0.1,259,5.18,1.7628386199536248,2.1325102578885757
1,1,1,50,0.1,249,4.98,2.3020860105565126,2.102284471711666
1,1,1,50,0.1,255,5.1,1.8248287590894658,1.8894443627691184
1,1,1,50,0.1,248,4.96,1.9591835034013532,2.087678136111982
1,1,1,50,0.1,224,4.48,1.8680471086136987,2.183941391154992
1,1,1,50,0.1,247,4.94,1.8045498053531246,2.230784615331565
1,1,1,50,0.1,241,4.82,1.8513778652668396,1.9868568141665368
1,1,1,50,0.1,257,5.14,2.0592231544929755,2.4331872102244825
1,1,1,50,0.1,262,5.24,2.404662138430262,2.3286047324524617
1,1,1,50,0.1,278,5.56,2.4096472770926454,2.3846173697262207
1,1,1,50,0.1,265,5.3,2.4103941586387903,2.0322401432901573
1,1,1,50,0.1,244,4.88,2.103711006768753,1.632666530556684
1,1,1,50,0.1,237,4.74,1.8741398026828202,2.0377438504385186
1,1,1,50,0.1,256,5.12,2.232845717912458,2.065332902948094
1,1,1,50,0.1,246,4.92,1.9062004091910167,2.12452347598232
1,1,1,50,0.1,256,5.12,2.312055362658948,1.762271261752855
1,1,1,50,0.1,241,4.82,1.8076504086797314,1.862149295840696
1,1,1,50,0.1,256,5.12,1.8181309083781618,1.557433786714543
1,1,1,50,0.1,241,4.82,2.1971800108320667,2.2332935319836484
1,1,1,50,0.1,263,5.26,2.2610616975217637,2.4642240157907724
1,1,1,50,0.1,239,4.78,2.2741152125607003,2.119339519756096
1,1,1,50,0.1,238,4.76,1.9345283662949995,2.0155396299750596
1,1,1,50,0.1,260,5.2,2.2891046284519194,1.6733200530681511
1,1,1,50,0.1,282,5.64,1.96733322037727,2.1518364250100426
1,1,1,50,0.1,254,5.08,2.076920797719547,1.6593974810153231
1,1,1,50,0.1,259,5.18,2.5509998039984243,2.085089926118296
1,1,1,50,0.1,228,4.56,1.6019987515600629,2.050950998927083
1,1,1,50,0.1,259,5.18,2.0267214904865445,2.363810483097154
1,1,1,50,0.1,237,4.74,2.170806301815065,1.8634376834227648
1,1,1,50,0.1,242,4.84,2.3440136518373778,2.0529003872570146
1,1,1,50,0.1,255,5.1,2.1283796653792764,2.247220505424423
1,1,1,50,0.1,222,4.44,2.174028518672191,1.8884914614580601
1,1,1,50,0.1,234,4.68,2.3953287874527787,2.0242529486207994
1,1,1,50,0.1,247,4.94,2.3273160507331188,2.0533874451744367
1,1,1,50,0.1,238,4.76,2.2141364004956876,2.462194143441983
1,1,1,50,0.1,254,5.08,2.198544973385807,2.1710826792179057
1,1,1,50,0.1,255,5.1,2.3515952032609695,2.080865204668481
1,1,1,50,0.1,220,4.4,1.8220867158288598,1.7204650534085253
1,1,1,50,0.1,254,5.08,1.8312837027615354,2.1150886506243656
1,1,1,50,0.1,229,4.58,2.3417087777945405,1.70985379491932
1,1,1,50,0.1,257,5.14,2.271651381704508,2.2804385543136214
100,1,1,100,0.0001,0,0.0,0.0,0.0
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
96,1,1,100,0.0001,4,0.04,0.19595917942265423,0.19595917942265423
100,1,1,100,0.0001,0,0.0,0.0,0.0
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
100,1,1,100,0.0001,0,0.0,0.0,0.0
100,1,1,100,0.0001,0,0.0,0.0,0.0
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
100,1,1,100,0.0001,0,0.0,0.0,0.0
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
97,1,1,100,0.0001,3,0.03,0.1705872210923198,0.1705872210923198
100,1,1,100,0.0001,0,0.0,0.0,0.0
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
97,1,1,100,0.0001,3,0.03,0.22158519806160337,0.1705872210923198
100,1,1,100,0.0001,0,0.0,0.0,0.0
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
100,1,1,100,0.0001,0,0.0,0.0,0.0
100,1,1,100,0.0001,0,0.0,0.0,0.0
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
100,1,1,100,0.0001,0,0.0,0.0,0.0
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
100,1,1,100,0.0001,0,0.0,0.0,0.0
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
100,1,1,100,0.0001,0,0.0,0.0,0.0
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
100,1,1,100,0.0001,0,0.0,0.0,0.0
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
97,1,1,100,0.0001,3,0.03,0.1705872210923198,0.1705872210923198
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
100,1,1,100,0.0001,0,0.0,0.0,0.0
100,1,1,100,0.0001,0,0.0,0.0,0.0
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
100,1,1,100,0.0001,0,0.0,0.0,0.0
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
100,1,1,100,0.0001,0,0.0,0.0,0.0
100,1,1,100,0.0001,0,0.0,0.0,0.0
100,1,1,100,0.0001,0,0.0,0.0,0.0
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
100,1,1,100,0.0001,0,0.0,0.0,0.0
100,1,1,100,0.0001,0,0.0,0.0,0.0
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
100,1,1,100,0.0001,0,0.0,0.0,0.0
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
100,1,1,100,0.0001,0,0.0,0.0,0.0
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
100,1,1,100,0.0001,0,0.0,0.0,0.0
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
100,1,1,100,0.0001,0,0.0,0.0,0.0
100,1,1,100,0.0001,0,0.0,0.0,0.0
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
100,1,1,100,0.0001,0,0.0,0.0,0.0
100,1,1,100,0.0001,0,0.0,0.0,0.0
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
100,1,1,100,0.0001,0,0.0,0.0,0.0
100,1,1,100,0.0001,0,0.0,0.0,0.0
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
100,1,1,100,0.0001,0,0.0,0.0,0.0
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
100,1,1,100,0.0001,0,0.0,0.0,0.0
100,1,1,100,0.0001,0,0.0,0.0,0.0
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
100,1,1,100,0.0001,0,0.0,0.0,0.0
97,1,1,100,0.0001,3,0.03,0.1705872210923198,0.1705872210923198
100,1,1,100,0.0001,0,0.0,0.0,0.0
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
100,1,1,100,0.0001,0,0.0,0.0,0.0
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
100,1,1,100,0.0001,0,0.0,0.0,0.0
99,1,1,100,0.0001,1,0.01,0.09949874371066199,0.09949874371066199
98,1,1,100,0.0001,2,0.02,0.13999999999999999,0.13999999999999999
97,1,1,100,0.0001,3,0.03,0.1705872210923198,0.1705872210923198
100,1,1,100,0.0001,0,0.0,0.0,0.0
100,1,1,100,0.0001,0,0.0,0.0,0.0
100,1,1,100,0.0001,0,0.0,0.0,0.0
92,1,1,100,0.001,9,0.09,0.31921779399024736,0.31921779399024736
95,1,1,100,0.001,5,0.05,0.25980762113533157,0.21794494717703367
91,1,1,100,0.001,9,0.09,0.31921779399024736,0.2861817604250837
91,1,1,100,0.001,11,0.11,0.31288975694324034,0.37134889255254283
82,1,1,100,0.001,18,0.18,0.38418745424597095,0.38418745424597095
89,1,1,100,0.001,11,0.11,0.3433656942677879,0.31288975694324034
91,1,1,100,0.001,10,0.1,0.30000000000000004,0.33166247903553997
90,1,1,100,0.001,10,0.1,0.30000000000000004,0.30000000000000004
90,1,1,100,0.001,10,0.1,0.30000000000000004,0.30000000000000004
86,1,1,100,0.001,14,0.14,0.3746998799039039,0.34698703145794946
90,1,1,100,0.001,12,0.12,0.32496153618543844,0.3815756805667782
91,1,1,100,0.001,10,0.1,0.30000000000000004,0.33166247903553997
90,1,1,100,0.001,10,0.1,0.30000000000000004,0.30000000000000004
90,1,1,100,0.001,11,0.11,0.31288975694324034,0.3433656942677879
91,1,1,100,0.001,9,0.09,0.2861817604250837,0.2861817604250837
88,1,1,100,0.001,13,0.13,0.33630343441600474,0.36482872693909396
91,1,1,100,0.001,9,0.09,0.2861817604250837,0.2861817604250837
88,1,1,100,0.001,12,0.12,0.354400902933387,0.32496153618543844
89,1,1,100,0.001,12,0.12,0.4069397989875161,0.354400902933387
90,1,1,100,0.001,11,0.11,0.3433656942677879,0.3433656942677879
90,1,1,100,0.001,10,0.1,0.33166247903553997,0.30000000000000004
90,1,1,100,0.001,10,0.1,0.33166247903553997,0.30000000000000004
94,1,1,100,0.001,6,0.06,0.23748684174075835,0.23748684174075835
90,1,1,100,0.001,10,0.1,0.33166247903553997,0.30000000000000004
89,1,1,100,0.001,12,0.12,0.32496153618543844,0.354400902933387
92,1,1,100,0.001,9,0.09,0.31921779399024736,0.31921779399024736
91,1,1,100,0.001,9,0.09,0.2861817604250837,0.2861817604250837
95,1,1,100,0.001,5,0.05,0.21794494717703367,0.21794494717703367
94,1,1,100,0.001,7,0.07,0.25514701644346144,0.2917190429162964
88,1,1,100,0.001,12,0.12,0.32496153618543844,0.32496153618543844
89,1,1,100,0.001,12,0.12,0.354400902933387,0.354400902933387
94,1,1,100,0.001,6,0.06,0.23748684174075835,0.23748684174075835
88,1,1,100,0.001,12,0.12,0.354400902933387,0.32496153618543844
85,1,1,100,0.001,15,0.15,0.40926763859362253,0.3570714214271425
92,1,1,100,0.001,9,0.09,0.2861817604250837,0.31921779399024736
88,1,1,100,0.001,13,0.13,0.36482872693909396,0.36482872693909396
87,1,1,100,0.001,16,0.16,0.417612260356422,0.463033476111609
87,1,1,100,0.001,13,0.13,0.36482872693909396,0.33630343441600474
91,1,1,100,0.001,11,0.11,0.31288975694324034,0.37134889255254283
87,1,1,100,0.001,13,0.13,0.36482872693909396,0.33630343441600474
94,1,1,100,0.001,6,0.06,0.23748684174075835,0.23748684174075835
91,1,1,100,0.001,9,0.09,0.31921779399024736,0.2861817604250837
88,1,1,100,0.001,13,0.13,0.39127995093027707,0.36482872693909396
95,1,1,100,0.001,6,0.06,0.23748684174075835,0.27640549922170504
97,1,1,100,0.001,3,0.03,0.1705872210923198,0.1705872210923198
89,1,1,100,0.001,11,0.11,0.3433656942677879,0.31288975694324034
89,1,1,100,0.001,12,0.12,0.32496153618543844,0.354400902933387
96,1,1,100,0.001,4,0.04,0.19595917942265423,0.19595917942265423
95,1,1,100,0.001,5,0.05,0.21794494717703367,0.21794494717703367
86,1,1,100,0.001,15,0.15,0.40926763859362253,0.3840572873934304
96,1,1,100,0.001,4,0.04,0.19595917942265423,0.19595917942265423
92,1,1,100,0.001,8,0.08,0.2712931993250107,0.2712931993250107
89,1,1,100,0.001,11,0.11,0.31288975694324034,0.31288975694324034
93,1,1,100,0.001,7,0.07,0.25514701644346144,0.25514701644346144
84,1,1,100,0.001,17,0.17,0.375632799419859,0.40137264480778956
90,1,1,100,0.001,11,0.11,0.3433656942677879,0.3433656942677879
95,1,1,100,0.001,6,0.06,0.23748684174075835,0.27640549922170504
90,1,1,100,0.001,10,0.1,0.36055512754639896,0.30000000000000004
90,1,1,100,0.001,11,0.11,0.31288975694324034,0.3433656942677879
92,1,1,100,0.001,8,0.08,0.2712931993250107,0.2712931993250107
86,1,1,100,0.001,14,0.14,0.34698703145794946,0.34698703145794946
88,1,1,100,0.001,13,0.13,0.33630343441600474,0.36482872693909396
85,1,1,100,0.001,15,0.15,0.40926763859362253,0.3570714214271425
92,1,1,100,0.001,8,0.08,0.2712931993250107,0.2712931993250107
90,1,1,100,0.001,10,0.1,0.30000000000000004,0.30000000000000004
89,1,1,100,0.001,13,0.13,0.36482872693909396,0.39127995093027707
91,1,1,100,0.001,9,0.09,0.2861817604250837,0.2861817604250837
91,1,1,100,0.001,9,0.09,0.31921779399024736,0.2861817604250837
95,1,1,100,0.001,7,0.07,0.25514701644346144,0.32419130154894654
86,1,1,100,0.001,14,0.14,0.3746998799039039,0.34698703145794946
92,1,1,100,0.001,8,0.08,0.3059411708155671,0.2712931993250107
88,1,1,100,0.001,12,0.12,0.4069397989875161,0.32496153618543844
94,1,1,100,0.001,6,0.06,0.23748684174075835,0.23748684174075835
91,1,1,100,0.001,9,0.09,0.2861817604250837,0.2861817604250837
90,1,1,100,0.001,10,0.1,0.30000000000000004,0.30000000000000004
85,1,1,100,0.001,16,0.16,0.39293765408777,0.39293765408777
88,1,1,100,0.001,13,0.13,0.33630343441600474,0.36482872693909396
87,1,1,100,0.001,14,0.14,0.34698703145794946,0.3746998799039039
85,1,1,100,0.001,15,0.15,0.3840572873934304,0.3570714214271425
90,1,1,100,0.001,10,0.1,0.33166247903553997,0.30000000000000004
93,1,1,100,0.001,7,0.07,0.25514701644346144,0.25514701644346144
92,1,1,100,0.001,9,0.09,0.2861817604250837,0.31921779399024736
90,1,1,100,0.001,10,0.1,0.3872983346207417,0.30000000000000004
85,1,1,100,0.001,16,0.16,0.3666060555964672,0.39293765408777
88,1,1,100,0.001,13,0.13,0.33630343441600474,0.36482872693909396
86,1,1,100,0.001,15,0.15,0.40926763859362253,0.3840572873934304
88,1,1,100,0.001,12,0.12,0.32496153618543844,0.32496153618543844
86,1,1,100,0.001,16,0.16,0.3666060555964672,0.417612260356422
91,1,1,100,0.001,10,0.1,0.30000000000000004,0.33166247903553997
89,1,1,100,0.001,12,0.12,0.32496153618543844,0.354400902933387
88,1,1,100,0.001,12,0.12,0.32496153618543844,0.32496153618543844
92,1,1,100,0.001,9,0.09,0.2861817604250837,0.31921779399024736
87,1,1,100,0.001,13,0.13,0.33630343441600474,0.33630343441600474
88,1,1,100,0.001,12,0.12,0.4069397989875161,0.32496153618543844
93,1,1,100,0.001,8,0.08,0.2712931993250107,0.3059411708155671
92,1,1,100,0.001,8,0.08,0.3059411708155671,0.2712931993250107
91,1,1,100,0.001,9,0.09,0.31921779399024736,0.2861817604250837
94,1,1,100,0.001,6,0.06,0.23748684174075835,0.23748684174075835
